,age,job,marital,education,housing,loan,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
11122,58,self-employed,divorced,6.0,no,no,1.4,94.465,-41.8,4.961,5228,no
19822,33,admin.,married,6.0,yes,no,1.4,93.444,-36.1,4.966,5228,no
32013,46,blue-collar,married,2.0,yes,no,-1.8,92.893,-46.2,1.327,5099,yes
28289,34,services,married,5.0,no,no,-1.8,93.075,-47.1,1.445,5099,no
36207,32,admin.,married,7.0,yes,yes,-1.8,92.893,-46.2,1.27,5099,no
39955,51,admin.,married,7.0,yes,no,-1.7,94.055,-39.8,0.754,4992,yes
35236,58,services,married,3.0,yes,no,-1.8,92.893,-46.2,1.25,5099,no
22676,48,admin.,married,,yes,yes,1.4,93.444,-36.1,4.964,5228,no
20594,36,technician,married,7.0,yes,no,1.4,93.444,-36.1,4.966,5228,no
39312,38,admin.,single,7.0,yes,no,-1.8,93.369,-34.8,0.643,5009,yes
29392,33,technician,single,6.0,no,no,-1.8,93.075,-47.1,1.405,5099,no
40308,41,admin.,married,7.0,yes,no,-1.7,94.215,-40.3,0.896,4992,no
34840,32,technician,single,6.0,no,no,-1.8,92.893,-46.2,1.25,5099,yes
21601,30,technician,married,6.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
9515,30,blue-collar,divorced,4.0,no,no,1.4,94.465,-41.8,4.961,5228,no
6155,53,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
5058,35,admin.,married,5.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
5618,40,admin.,married,7.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
37193,74,retired,married,5.0,yes,no,-2.9,92.201,-31.4,0.883,5076,yes
12131,38,technician,single,7.0,yes,no,1.4,94.465,-41.8,4.947,5228,no
5587,35,technician,single,5.0,no,no,1.1,93.994,-36.4,4.857,5191,no
26401,31,entrepreneur,single,7.0,no,no,-0.1,93.2,-42.0,4.076,5196,no
8335,27,management,single,7.0,yes,no,1.4,94.465,-41.8,4.864,5228,no
7519,33,technician,married,5.0,yes,no,1.1,93.994,-36.4,4.864,5191,no
39612,62,retired,married,6.0,no,no,-1.8,93.876,-40.0,0.677,5009,no
27173,40,blue-collar,divorced,4.0,no,no,-0.1,93.2,-42.0,4.021,5196,no
1216,59,retired,married,,yes,no,1.1,93.994,-36.4,4.855,5191,no
21864,29,technician,single,5.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
10810,42,housemaid,married,,yes,no,1.4,94.465,-41.8,4.962,5228,no
1957,40,blue-collar,married,,no,no,1.1,93.994,-36.4,4.855,5191,no
31197,33,admin.,married,4.0,yes,yes,-1.8,92.893,-46.2,1.334,5099,no
36314,28,self-employed,single,7.0,yes,yes,-2.9,92.963,-40.8,1.266,5076,no
15881,42,blue-collar,married,2.0,no,no,1.4,93.918,-42.7,4.96,5228,no
22436,39,housemaid,married,6.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
32578,54,management,married,3.0,yes,no,-1.8,92.893,-46.2,1.299,5099,no
33498,43,blue-collar,married,2.0,yes,yes,-1.8,92.893,-46.2,1.291,5099,no
17659,46,management,married,4.0,yes,yes,1.4,93.918,-42.7,4.962,5228,no
29720,43,blue-collar,married,2.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
27244,37,management,married,7.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
12535,31,admin.,married,7.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
1249,43,blue-collar,married,2.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
15534,36,blue-collar,married,4.0,no,yes,1.4,93.918,-42.7,4.957,5228,no
13141,43,housemaid,married,2.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
37291,35,admin.,married,5.0,no,no,-2.9,92.201,-31.4,0.884,5076,no
2181,30,services,married,6.0,no,no,1.1,93.994,-36.4,4.857,5191,no
23262,40,admin.,married,7.0,no,no,1.4,93.444,-36.1,4.964,5228,no
24132,55,blue-collar,divorced,2.0,no,no,-0.1,93.2,-42.0,4.191,5196,no
2970,27,blue-collar,single,3.0,yes,no,1.1,93.994,-36.4,4.859,5191,no
15817,39,admin.,single,7.0,no,no,1.4,93.918,-42.7,4.96,5228,no
29843,31,services,married,4.0,no,no,-1.8,93.075,-47.1,1.405,5099,no
25318,42,entrepreneur,married,7.0,no,no,-0.1,93.2,-42.0,4.153,5196,no
36765,25,admin.,single,,no,no,-2.9,92.963,-40.8,1.286,5076,yes
32373,47,services,married,5.0,no,yes,-1.8,92.893,-46.2,1.313,5099,no
27111,55,admin.,married,5.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
6081,35,blue-collar,married,4.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
15255,45,admin.,divorced,7.0,yes,no,1.4,93.918,-42.7,4.958,5228,no
19661,48,blue-collar,married,2.0,no,yes,1.4,93.444,-36.1,4.968,5228,no
1142,38,entrepreneur,married,4.0,no,no,1.1,93.994,-36.4,4.856,5191,no
8390,27,blue-collar,married,4.0,yes,no,1.4,94.465,-41.8,4.864,5228,no
39549,37,technician,married,6.0,no,no,-1.8,93.749,-34.6,0.659,5009,yes
24142,44,management,married,5.0,yes,no,-0.1,93.2,-42.0,4.191,5196,no
22131,35,technician,single,6.0,no,no,1.4,93.444,-36.1,4.963,5228,no
28771,34,technician,married,7.0,yes,yes,-1.8,93.075,-47.1,1.41,5099,no
15198,40,housemaid,divorced,5.0,no,yes,1.4,93.918,-42.7,4.958,5228,no
18291,45,services,divorced,5.0,yes,yes,1.4,93.918,-42.7,4.963,5228,no
13985,28,services,married,5.0,no,no,1.4,93.918,-42.7,4.963,5228,no
6817,37,unemployed,married,7.0,,,1.1,93.994,-36.4,4.857,5191,no
14299,47,blue-collar,married,3.0,no,no,1.4,93.918,-42.7,4.962,5228,no
15913,30,management,married,7.0,no,yes,1.4,93.918,-42.7,4.96,5228,no
6111,48,technician,married,3.0,no,yes,1.1,93.994,-36.4,4.857,5191,no
30010,61,admin.,married,7.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
15354,32,blue-collar,single,4.0,yes,no,1.4,93.918,-42.7,4.957,5228,no
40847,40,admin.,divorced,5.0,yes,yes,-1.1,94.199,-37.5,0.886,4964,no
10111,40,blue-collar,married,2.0,yes,no,1.4,94.465,-41.8,4.958,5228,no
38913,26,student,single,,yes,no,-3.4,92.649,-30.1,0.716,5018,no
9286,31,admin.,single,7.0,no,no,1.4,94.465,-41.8,4.967,5228,no
19135,32,housemaid,married,6.0,yes,yes,1.4,93.444,-36.1,4.968,5228,no
37504,46,admin.,married,7.0,yes,no,-2.9,92.201,-31.4,0.873,5076,no
33243,26,blue-collar,married,2.0,no,no,-1.8,92.893,-46.2,1.291,5099,no
25009,35,management,single,5.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
15635,41,blue-collar,married,2.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
40972,26,student,single,5.0,yes,no,-1.1,94.601,-49.5,1.0,4964,no
22222,49,blue-collar,married,3.0,no,no,1.4,93.444,-36.1,4.963,5228,no
35330,29,admin.,single,5.0,no,no,-1.8,92.893,-46.2,1.25,5099,no
22279,34,technician,married,6.0,no,no,1.4,93.444,-36.1,4.963,5228,no
5578,42,blue-collar,married,3.0,no,no,1.1,93.994,-36.4,4.857,5191,no
19839,29,technician,single,5.0,no,no,1.4,93.444,-36.1,4.966,5228,no
22400,51,blue-collar,married,2.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
12105,23,services,single,5.0,no,no,1.4,94.465,-41.8,4.947,5228,no
254,28,services,married,,no,no,1.1,93.994,-36.4,4.857,5191,no
37875,30,student,married,7.0,yes,no,-2.9,92.201,-31.4,0.821,5076,yes
5650,44,technician,single,,yes,no,1.1,93.994,-36.4,4.857,5191,no
14468,50,blue-collar,married,2.0,yes,yes,1.4,93.918,-42.7,4.961,5228,no
2871,41,admin.,single,7.0,no,no,1.1,93.994,-36.4,4.859,5191,no
9021,39,admin.,married,7.0,yes,no,1.4,94.465,-41.8,4.866,5228,no
30339,35,management,married,7.0,yes,yes,-1.8,93.075,-47.1,1.365,5099,yes
25289,34,services,single,5.0,no,no,-0.1,93.2,-42.0,4.153,5196,no
8562,33,admin.,married,7.0,yes,no,1.4,94.465,-41.8,4.864,5228,no
1925,25,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.855,5191,no
34851,44,admin.,married,5.0,yes,yes,-1.8,92.893,-46.2,1.25,5099,no
33519,34,housemaid,single,5.0,no,no,-1.8,92.893,-46.2,1.291,5099,no
23788,41,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
26714,32,admin.,single,7.0,no,no,-0.1,93.2,-42.0,4.076,5196,no
31948,43,blue-collar,married,4.0,yes,no,-1.8,92.893,-46.2,1.327,5099,no
23026,49,services,married,5.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
2514,45,admin.,married,4.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
31234,31,admin.,married,,yes,no,-1.8,92.893,-46.2,1.334,5099,no
37519,44,unemployed,married,5.0,yes,no,-2.9,92.201,-31.4,0.873,5076,no
26376,32,admin.,married,6.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
10331,44,technician,divorced,6.0,yes,no,1.4,94.465,-41.8,4.96,5228,no
32604,42,blue-collar,married,2.0,no,no,-1.8,92.893,-46.2,1.299,5099,no
35141,45,self-employed,divorced,7.0,yes,no,-1.8,92.893,-46.2,1.25,5099,no
34831,30,management,single,4.0,yes,no,-1.8,92.893,-46.2,1.25,5099,no
41077,45,blue-collar,married,5.0,yes,yes,-1.1,94.767,-50.8,1.05,4964,yes
32207,39,technician,married,6.0,yes,no,-1.8,92.893,-46.2,1.313,5099,no
19741,44,blue-collar,married,6.0,no,no,1.4,93.444,-36.1,4.966,5228,no
37450,42,technician,married,6.0,yes,yes,-2.9,92.201,-31.4,0.879,5076,no
594,46,management,married,7.0,no,no,1.1,93.994,-36.4,4.857,5191,no
1879,30,housemaid,married,5.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
24188,43,services,married,2.0,no,no,-0.1,93.2,-42.0,4.191,5196,no
5351,37,admin.,single,5.0,yes,yes,1.1,93.994,-36.4,4.857,5191,no
20368,31,technician,single,5.0,yes,yes,1.4,93.444,-36.1,4.966,5228,yes
34144,28,services,single,5.0,no,no,-1.8,92.893,-46.2,1.281,5099,yes
1620,37,self-employed,married,4.0,yes,yes,1.1,93.994,-36.4,4.855,5191,no
17328,55,blue-collar,married,4.0,no,no,1.4,93.918,-42.7,4.962,5228,no
26921,30,services,married,5.0,yes,yes,-0.1,93.2,-42.0,4.076,5196,no
40628,34,admin.,married,7.0,no,yes,-1.1,94.199,-37.5,0.882,4964,yes
22271,44,blue-collar,married,2.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
17556,36,management,single,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
11907,39,admin.,married,6.0,no,no,1.4,94.465,-41.8,4.959,5228,no
20249,36,admin.,married,7.0,yes,yes,1.4,93.444,-36.1,4.965,5228,no
4633,33,unemployed,married,4.0,yes,no,1.1,93.994,-36.4,4.858,5191,no
26590,30,blue-collar,married,4.0,no,no,-0.1,93.2,-42.0,4.076,5196,yes
26839,35,blue-collar,married,4.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
24000,56,,married,,no,no,-0.1,93.798,-40.4,5.045,5196,yes
20614,35,admin.,single,7.0,yes,yes,1.4,93.444,-36.1,4.965,5228,no
4460,42,blue-collar,married,2.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
23877,32,admin.,single,7.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
30484,27,management,single,7.0,yes,no,-1.8,92.893,-46.2,1.354,5099,no
21877,31,technician,married,7.0,no,no,1.4,93.444,-36.1,4.964,5228,no
20695,31,technician,married,6.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
18647,28,technician,single,7.0,yes,no,1.4,93.918,-42.7,4.968,5228,no
2,37,services,married,5.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
39387,56,unemployed,divorced,2.0,no,no,-1.8,93.369,-34.8,0.634,5009,yes
11015,43,blue-collar,married,4.0,no,no,1.4,94.465,-41.8,4.962,5228,no
34792,33,blue-collar,single,5.0,yes,yes,-1.8,92.893,-46.2,1.266,5099,no
17161,49,admin.,divorced,5.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
28516,36,admin.,married,7.0,no,no,-1.8,93.075,-47.1,1.423,5099,no
34437,22,student,single,5.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
2331,40,technician,divorced,7.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
20601,35,management,married,7.0,yes,yes,1.4,93.444,-36.1,4.965,5228,no
1966,54,admin.,married,2.0,no,no,1.1,93.994,-36.4,4.855,5191,no
31362,34,admin.,married,7.0,no,no,-1.8,92.893,-46.2,1.334,5099,no
19069,34,admin.,single,7.0,yes,no,1.4,93.444,-36.1,4.968,5228,no
19899,45,admin.,married,5.0,,,1.4,93.444,-36.1,4.966,5228,no
7874,41,blue-collar,married,4.0,no,no,1.4,94.465,-41.8,4.865,5228,no
3527,32,entrepreneur,married,5.0,no,no,1.1,93.994,-36.4,4.859,5191,no
18572,28,services,married,5.0,no,no,1.4,93.918,-42.7,4.968,5228,no
9915,39,blue-collar,married,6.0,no,no,1.4,94.465,-41.8,4.959,5228,no
8102,34,blue-collar,married,3.0,no,yes,1.4,94.465,-41.8,4.865,5228,no
5762,27,blue-collar,married,4.0,yes,yes,1.1,93.994,-36.4,4.857,5191,no
23089,53,admin.,married,7.0,no,no,1.4,93.444,-36.1,4.965,5228,no
13780,26,housemaid,single,5.0,yes,yes,1.4,93.918,-42.7,4.963,5228,no
37008,23,student,single,5.0,no,no,-2.9,92.469,-33.6,1.048,5076,yes
24369,35,admin.,divorced,5.0,no,no,-0.1,93.2,-42.0,4.191,5196,no
24637,35,management,married,7.0,yes,no,-0.1,93.2,-42.0,4.191,5196,no
2004,48,entrepreneur,married,5.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
24342,40,management,married,7.0,yes,yes,-0.1,93.2,-42.0,4.191,5196,no
23959,51,admin.,divorced,7.0,no,no,1.4,93.444,-36.1,4.963,5228,no
14791,55,management,married,4.0,yes,no,1.4,93.918,-42.7,4.957,5228,no
2786,45,services,married,5.0,no,no,1.1,93.994,-36.4,4.859,5191,no
30128,31,management,single,7.0,yes,no,-1.8,93.075,-47.1,1.365,5099,no
8370,36,services,divorced,6.0,no,no,1.4,94.465,-41.8,4.864,5228,no
29141,45,admin.,married,5.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
40323,33,admin.,single,7.0,no,yes,-1.7,94.027,-38.3,0.898,4992,no
21356,30,technician,single,6.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
21668,30,technician,single,7.0,no,yes,1.4,93.444,-36.1,4.963,5228,no
2320,42,housemaid,married,5.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
4924,45,services,divorced,5.0,no,no,1.1,93.994,-36.4,4.858,5191,no
22658,31,technician,married,6.0,no,no,1.4,93.444,-36.1,4.964,5228,no
12545,40,admin.,single,7.0,no,no,1.4,93.918,-42.7,4.96,5228,no
39108,46,,single,,yes,no,-3.0,92.713,-33.0,0.706,5024,no
13247,44,technician,married,5.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
2215,51,technician,married,6.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
25706,32,services,married,5.0,no,yes,-0.1,93.2,-42.0,4.12,5196,no
40649,39,entrepreneur,married,7.0,yes,no,-1.1,94.199,-37.5,0.881,4964,no
12575,43,entrepreneur,married,7.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
5533,33,services,married,6.0,no,no,1.1,93.994,-36.4,4.857,5191,no
1975,43,management,married,2.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
2324,26,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.856,5191,no
26991,45,blue-collar,married,3.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
13587,46,admin.,divorced,7.0,no,no,1.4,93.918,-42.7,4.963,5228,no
19712,51,technician,divorced,6.0,yes,no,1.4,93.444,-36.1,4.968,5228,no
27306,51,blue-collar,married,4.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
37147,59,admin.,married,5.0,yes,no,-2.9,92.201,-31.4,0.884,5076,yes
505,45,entrepreneur,married,7.0,no,no,1.1,93.994,-36.4,4.857,5191,no
35276,30,technician,single,5.0,yes,yes,-1.8,92.893,-46.2,1.25,5099,no
19372,37,admin.,married,7.0,no,no,1.4,93.444,-36.1,4.967,5228,yes
27739,38,technician,married,6.0,no,no,-1.8,92.843,-50.0,1.757,5099,no
37569,25,services,single,5.0,no,no,-2.9,92.201,-31.4,0.869,5076,no
16019,29,technician,married,6.0,yes,yes,1.4,93.918,-42.7,4.961,5228,no
32910,30,services,married,5.0,yes,yes,-1.8,92.893,-46.2,1.299,5099,no
33018,36,technician,single,6.0,yes,no,-1.8,92.893,-46.2,1.299,5099,no
27784,32,management,single,7.0,yes,no,-1.8,92.843,-50.0,1.687,5099,yes
5147,51,admin.,divorced,,,,1.1,93.994,-36.4,4.857,5191,no
15703,28,blue-collar,married,4.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
8313,53,housemaid,married,2.0,,,1.4,94.465,-41.8,4.864,5228,no
24993,48,technician,married,7.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
36186,47,admin.,married,5.0,no,no,-1.8,92.893,-46.2,1.27,5099,no
4918,38,technician,single,6.0,no,no,1.1,93.994,-36.4,4.858,5191,no
23999,39,blue-collar,married,4.0,no,no,-0.1,93.798,-40.4,5.045,5196,yes
20118,52,services,married,5.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
21510,48,technician,single,7.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
15873,29,admin.,single,5.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
17286,32,admin.,single,5.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
3431,28,technician,single,6.0,yes,no,1.1,93.994,-36.4,4.86,5191,no
15620,27,student,single,5.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
11871,46,admin.,married,4.0,no,yes,1.4,94.465,-41.8,4.959,5228,no
8867,40,management,married,7.0,,,1.4,94.465,-41.8,4.866,5228,no
22886,44,blue-collar,married,2.0,no,no,1.4,93.444,-36.1,4.965,5228,no
11738,51,technician,married,,yes,no,1.4,94.465,-41.8,4.959,5228,no
22899,41,admin.,married,7.0,no,yes,1.4,93.444,-36.1,4.965,5228,no
40396,44,admin.,single,7.0,no,no,-1.7,94.027,-38.3,0.904,4992,no
20896,41,housemaid,married,2.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
30306,37,self-employed,single,7.0,yes,no,-1.8,93.075,-47.1,1.365,5099,no
10329,29,admin.,single,4.0,no,no,1.4,94.465,-41.8,4.96,5228,no
822,28,blue-collar,married,3.0,no,no,1.1,93.994,-36.4,4.856,5191,no
17337,42,self-employed,married,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
25431,43,self-employed,married,2.0,no,yes,-0.1,93.2,-42.0,4.12,5196,no
11124,46,blue-collar,married,3.0,no,no,1.4,94.465,-41.8,4.961,5228,no
3724,41,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.859,5191,no
21861,59,retired,married,4.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
20779,36,admin.,,7.0,yes,no,1.4,93.444,-36.1,4.965,5228,yes
19830,49,admin.,married,5.0,yes,no,1.4,93.444,-36.1,4.966,5228,no
33670,35,technician,married,6.0,no,no,-1.8,92.893,-46.2,1.281,5099,no
8625,27,technician,single,7.0,no,yes,1.4,94.465,-41.8,4.864,5228,no
553,57,retired,married,7.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
16681,26,blue-collar,married,3.0,no,no,1.4,93.918,-42.7,4.963,5228,no
9772,35,technician,single,5.0,no,no,1.4,94.465,-41.8,4.961,5228,no
13400,60,blue-collar,married,2.0,no,yes,1.4,93.918,-42.7,4.962,5228,no
11304,28,blue-collar,single,5.0,no,no,1.4,94.465,-41.8,4.961,5228,no
38758,53,housemaid,married,2.0,no,yes,-3.4,92.649,-30.1,0.715,5018,yes
36055,42,admin.,married,7.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
25085,38,admin.,single,5.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
14371,30,blue-collar,single,4.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
6989,45,,married,,no,no,1.1,93.994,-36.4,4.86,5191,no
18040,42,entrepreneur,single,,no,no,1.4,93.918,-42.7,4.963,5228,no
11483,36,blue-collar,married,2.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
11426,47,technician,married,6.0,yes,yes,1.4,94.465,-41.8,4.959,5228,no
29679,46,blue-collar,married,4.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
27063,51,self-employed,married,7.0,no,no,-0.1,93.2,-42.0,4.021,5196,no
27832,30,student,single,5.0,no,no,-1.8,92.843,-50.0,1.64,5099,yes
19946,46,technician,married,7.0,no,no,1.4,93.444,-36.1,4.966,5228,no
7585,59,retired,single,5.0,no,no,1.1,93.994,-36.4,4.864,5191,no
40933,71,retired,married,6.0,no,no,-1.1,94.601,-49.5,0.982,4964,yes
5306,37,blue-collar,married,3.0,no,yes,1.1,93.994,-36.4,4.857,5191,no
3846,35,management,married,7.0,yes,no,1.1,93.994,-36.4,4.859,5191,no
19018,52,technician,divorced,7.0,no,yes,1.4,93.444,-36.1,4.968,5228,yes
10538,31,blue-collar,married,6.0,no,no,1.4,94.465,-41.8,4.961,5228,no
21829,45,blue-collar,married,3.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
33342,43,blue-collar,married,2.0,yes,no,-1.8,92.893,-46.2,1.291,5099,yes
18690,37,technician,married,6.0,no,no,1.4,93.918,-42.7,4.968,5228,no
26749,30,services,married,5.0,no,no,-0.1,93.2,-42.0,4.076,5196,no
25159,36,management,married,7.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
37662,50,admin.,married,7.0,no,no,-2.9,92.201,-31.4,0.859,5076,yes
13520,33,technician,married,6.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
36865,43,admin.,married,7.0,yes,no,-2.9,92.963,-40.8,1.252,5076,no
20230,46,admin.,married,7.0,no,no,1.4,93.444,-36.1,4.965,5228,yes
7035,52,services,divorced,5.0,yes,no,1.1,93.994,-36.4,4.86,5191,no
2522,27,technician,single,6.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
40227,43,technician,married,6.0,yes,no,-1.7,94.215,-40.3,0.884,4992,yes
9555,37,admin.,divorced,7.0,yes,no,1.4,94.465,-41.8,4.961,5228,no
31153,43,blue-collar,married,2.0,no,yes,-1.8,92.893,-46.2,1.334,5099,no
25464,39,self-employed,married,2.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
20505,45,admin.,married,7.0,no,no,1.4,93.444,-36.1,4.966,5228,no
10249,38,admin.,divorced,5.0,no,no,1.4,94.465,-41.8,4.96,5228,no
32374,34,admin.,married,7.0,no,no,-1.8,92.893,-46.2,1.313,5099,no
8491,30,blue-collar,single,4.0,no,no,1.4,94.465,-41.8,4.864,5228,no
36625,28,self-employed,single,6.0,yes,no,-2.9,92.963,-40.8,1.26,5076,no
5736,40,technician,married,6.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
21993,30,technician,married,7.0,no,yes,1.4,93.444,-36.1,4.964,5228,no
24470,37,management,divorced,,no,yes,-0.1,93.2,-42.0,4.191,5196,no
992,39,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.856,5191,no
13555,38,housemaid,married,5.0,no,no,1.4,93.918,-42.7,4.963,5228,no
26993,42,management,married,5.0,yes,yes,-0.1,93.2,-42.0,4.076,5196,no
40085,79,retired,married,2.0,no,yes,-1.7,94.215,-40.3,0.822,4992,yes
17494,40,blue-collar,married,6.0,no,no,1.4,93.918,-42.7,4.962,5228,no
37939,59,management,married,7.0,yes,no,-3.4,92.379,-29.8,0.803,5018,yes
9673,49,blue-collar,married,4.0,,,1.4,94.465,-41.8,4.961,5228,no
29354,37,blue-collar,single,3.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
33200,36,entrepreneur,single,7.0,no,no,-1.8,92.893,-46.2,1.291,5099,yes
16189,44,admin.,married,7.0,yes,no,1.4,93.918,-42.7,4.961,5228,no
25366,30,services,married,5.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
39946,36,unemployed,married,6.0,yes,no,-1.7,94.055,-39.8,0.748,4992,no
7228,57,self-employed,single,5.0,no,no,1.1,93.994,-36.4,4.86,5191,no
24808,35,admin.,single,5.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
718,46,services,married,3.0,no,no,1.1,93.994,-36.4,4.857,5191,no
7460,42,unemployed,divorced,5.0,no,no,1.1,93.994,-36.4,4.864,5191,no
19103,33,admin.,married,7.0,no,yes,1.4,93.444,-36.1,4.968,5228,no
28913,35,blue-collar,married,2.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
24353,47,admin.,married,7.0,yes,no,-0.1,93.2,-42.0,4.191,5196,no
14027,36,blue-collar,single,5.0,no,no,1.4,93.918,-42.7,4.963,5228,no
13325,28,services,single,7.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
35864,57,admin.,married,3.0,yes,no,-1.8,92.893,-46.2,1.259,5099,no
31196,39,admin.,single,5.0,no,no,-1.8,92.893,-46.2,1.334,5099,no
20293,39,technician,married,7.0,no,no,1.4,93.444,-36.1,4.965,5228,no
10921,27,technician,married,7.0,yes,yes,1.4,94.465,-41.8,4.962,5228,no
18058,52,management,married,7.0,no,no,1.4,93.918,-42.7,4.963,5228,no
32513,28,services,married,5.0,no,no,-1.8,92.893,-46.2,1.313,5099,no
32166,49,blue-collar,single,,yes,no,-1.8,92.893,-46.2,1.313,5099,no
10682,53,blue-collar,married,4.0,no,yes,1.4,94.465,-41.8,4.961,5228,no
15851,44,admin.,single,4.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
7095,31,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.86,5191,yes
31980,31,technician,married,6.0,yes,no,-1.8,92.893,-46.2,1.327,5099,no
6782,49,blue-collar,married,2.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
22037,46,self-employed,married,7.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
36897,38,services,married,4.0,no,no,-2.9,92.963,-40.8,1.224,5076,no
22340,47,admin.,single,7.0,no,no,1.4,93.444,-36.1,4.963,5228,no
20496,35,unemployed,married,7.0,no,no,1.4,93.444,-36.1,4.966,5228,no
25978,39,unemployed,married,4.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
19630,37,admin.,single,7.0,no,no,1.4,93.444,-36.1,4.968,5228,no
37590,20,student,single,5.0,no,no,-2.9,92.201,-31.4,0.869,5076,no
40898,49,technician,divorced,6.0,yes,no,-1.1,94.601,-49.5,0.972,4964,yes
18644,31,services,single,5.0,yes,no,1.4,93.918,-42.7,4.968,5228,no
16976,27,services,single,5.0,no,no,1.4,93.918,-42.7,4.962,5228,no
30987,38,technician,divorced,6.0,yes,yes,-1.8,92.893,-46.2,1.344,5099,no
2860,41,management,married,7.0,yes,no,1.1,93.994,-36.4,4.859,5191,no
25622,34,admin.,single,7.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
32220,32,technician,single,7.0,,,-1.8,92.893,-46.2,1.313,5099,no
5144,36,blue-collar,married,7.0,yes,yes,1.1,93.994,-36.4,4.857,5191,no
