"","X","age","job","marital","education","housing","loan","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"309",308,42,"admin.","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"310",309,41,"blue-collar","married","2","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"311",310,54,"management","divorced","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"312",311,27,"admin.","single","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"313",312,36,"admin.","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"314",313,58,"blue-collar","married","6","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"315",314,40,"management","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"316",315,34,"admin.","single","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"317",316,33,"admin.","divorced","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"318",317,56,"retired","married","3","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"319",318,42,"blue-collar","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"320",319,43,"services","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"321",320,54,"management","single","4","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"322",321,53,"admin.","single","3","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"323",322,42,"technician","single","NA","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"324",323,40,"services","married","3","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"325",324,54,"technician","married","6","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"326",325,40,"housemaid","single","6","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"327",326,26,"admin.","single","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"328",327,33,"admin.","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"329",328,35,"blue-collar","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"330",329,36,"admin.","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"331",330,29,"services","single","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"332",331,36,"blue-collar","married","4","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"333",332,35,"management","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"334",333,50,"self-employed","single","7","no","yes",1.1,93.994,-36.4,4.857,5191,"no"
"335",334,46,"services","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"336",335,49,"entrepreneur","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"337",336,42,"technician","single","6","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"338",337,36,"blue-collar","single","5","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"339",338,55,"blue-collar","married","4","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"340",339,41,"management","married","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"341",340,57,"management","married","6","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"342",341,32,"services","single","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"343",342,49,"admin.","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"344",343,57,"NA","married","NA","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"345",344,58,"blue-collar","divorced","2","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"346",345,52,"technician","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"347",346,50,"services","divorced","6","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"348",347,41,"blue-collar","single","4","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"349",348,33,"entrepreneur","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"350",349,57,"blue-collar","married","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"351",350,48,"blue-collar","married","3","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"352",351,55,"technician","married","6","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"353",352,38,"management","married","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"354",353,38,"services","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"355",354,53,"admin.","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"356",355,43,"unemployed","single","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"357",356,36,"blue-collar","single","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"358",357,32,"blue-collar","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"359",358,33,"services","married","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"360",359,58,"entrepreneur","married","2","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"361",360,40,"unemployed","divorced","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"362",361,57,"management","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"363",362,45,"technician","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"364",363,42,"blue-collar","married","2","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"365",364,46,"admin.","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"366",365,36,"technician","married","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"367",366,41,"self-employed","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"368",367,57,"admin.","divorced","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"369",368,49,"blue-collar","married","4","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"370",369,56,"management","divorced","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"371",370,37,"blue-collar","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"372",371,37,"blue-collar","married","4","no","yes",1.1,93.994,-36.4,4.857,5191,"no"
"373",372,46,"admin.","single","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"374",373,22,"blue-collar","single","4","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"375",374,43,"services","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"376",375,49,"blue-collar","married","NA","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"377",376,41,"technician","married","3","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"378",377,38,"admin.","single","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"379",378,33,"admin.","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"380",379,49,"admin.","married","7","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"381",380,30,"blue-collar","single","NA","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"382",381,33,"admin.","married","4","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"383",382,34,"management","single","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"384",383,30,"student","single","NA","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"385",384,59,"management","married","2","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"386",385,59,"management","married","2","NA","NA",1.1,93.994,-36.4,4.857,5191,"no"
"387",386,41,"self-employed","married","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"388",387,48,"housemaid","married","3","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"389",388,28,"NA","single","NA","yes","yes",1.1,93.994,-36.4,4.857,5191,"yes"
"390",389,44,"services","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"yes"
"391",390,59,"retired","NA","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"392",391,50,"management","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"393",392,35,"admin.","married","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"394",393,42,"admin.","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"395",394,45,"admin.","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"396",395,36,"technician","married","6","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"397",396,56,"services","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"398",397,29,"blue-collar","divorced","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"399",398,41,"self-employed","married","7","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"400",399,42,"blue-collar","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"401",400,52,"services","single","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"402",401,48,"services","married","5","NA","NA",1.1,93.994,-36.4,4.857,5191,"no"
"403",402,31,"blue-collar","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"404",403,43,"unemployed","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"405",404,36,"blue-collar","married","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"406",405,42,"entrepreneur","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"407",406,52,"services","divorced","3","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"408",407,39,"admin.","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"409",408,36,"services","married","5","no","yes",1.1,93.994,-36.4,4.857,5191,"no"
"410",409,42,"blue-collar","married","4","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"411",410,41,"admin.","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"412",411,55,"technician","married","2","no","yes",1.1,93.994,-36.4,4.857,5191,"no"
"413",412,30,"blue-collar","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"414",413,57,"retired","NA","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"415",414,45,"entrepreneur","married","2","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"416",415,51,"blue-collar","married","2","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"417",416,39,"self-employed","single","4","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"418",417,47,"admin.","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"419",418,27,"services","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"420",419,34,"technician","single","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"421",420,57,"blue-collar","married","2","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"422",421,43,"entrepreneur","married","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"423",422,49,"blue-collar","married","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"424",423,39,"management","married","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"425",424,38,"blue-collar","married","2","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"426",425,49,"blue-collar","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"427",426,58,"management","married","3","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"428",427,43,"technician","married","6","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"429",428,50,"NA","married","NA","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"430",429,31,"services","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"431",430,43,"self-employed","divorced","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"432",431,43,"self-employed","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"433",432,30,"self-employed","single","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"434",433,27,"services","single","6","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"435",434,51,"services","married","NA","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"436",435,37,"technician","married","6","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"437",436,46,"housemaid","married","4","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"438",437,35,"blue-collar","married","6","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"439",438,47,"admin.","divorced","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"440",439,46,"management","married","NA","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"441",440,40,"technician","married","6","no","yes",1.1,93.994,-36.4,4.857,5191,"no"
"442",441,26,"housemaid","married","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"443",442,32,"blue-collar","divorced","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"444",443,45,"management","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"445",444,34,"admin.","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"446",445,47,"blue-collar","married","NA","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"447",446,42,"technician","married","6","no","no",1.1,93.994,-36.4,4.857,5191,"yes"
"448",447,57,"technician","married","2","no","yes",1.1,93.994,-36.4,4.857,5191,"no"
"449",448,57,"technician","married","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"450",449,38,"blue-collar","married","2","no","yes",1.1,93.994,-36.4,4.857,5191,"no"
"451",450,57,"technician","married","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"452",451,28,"student","single","4","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"453",452,60,"management","married","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"454",453,48,"admin.","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"455",454,47,"technician","married","6","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"456",455,40,"admin.","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"457",456,51,"management","married","6","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"458",457,48,"unemployed","single","2","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"459",458,54,"housemaid","married","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"460",459,40,"blue-collar","married","3","no","yes",1.1,93.994,-36.4,4.857,5191,"no"
"461",460,44,"admin.","single","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"462",461,42,"technician","divorced","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"463",462,52,"self-employed","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"464",463,31,"blue-collar","single","4","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"465",464,32,"services","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"466",465,44,"admin.","married","5","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"467",466,39,"management","married","3","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"468",467,57,"management","married","6","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"469",468,52,"admin.","married","2","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"470",469,42,"management","married","7","no","no",1.1,93.994,-36.4,4.857,5191,"yes"
"471",470,42,"technician","single","6","NA","NA",1.1,93.994,-36.4,4.857,5191,"no"
"472",471,43,"management","married","6","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"473",472,31,"admin.","divorced","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"474",473,29,"admin.","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"475",474,57,"blue-collar","divorced","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"476",475,44,"blue-collar","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"477",476,59,"NA","married","NA","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"478",477,39,"blue-collar","married","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"479",478,57,"retired","married","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"480",479,41,"management","married","NA","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"481",480,37,"technician","single","5","no","yes",1.1,93.994,-36.4,4.857,5191,"no"
"482",481,38,"services","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"483",482,42,"retired","married","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"484",483,49,"NA","married","NA","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"485",484,54,"management","married","3","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"486",485,36,"admin.","married","7","NA","NA",1.1,93.994,-36.4,4.857,5191,"no"
"487",486,32,"admin.","single","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"488",487,35,"technician","married","6","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"489",488,45,"housemaid","married","6","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"490",489,56,"technician","married","NA","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"491",490,34,"technician","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"492",491,41,"unemployed","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"493",492,41,"services","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"494",493,36,"blue-collar","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"495",494,32,"admin.","single","7","NA","NA",1.1,93.994,-36.4,4.857,5191,"no"
"496",495,31,"services","married","5","NA","NA",1.1,93.994,-36.4,4.857,5191,"no"
"497",496,38,"technician","married","6","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"498",497,35,"admin.","divorced","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"499",498,53,"admin.","married","6","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"500",499,51,"admin.","married","3","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"501",500,56,"entrepreneur","married","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"502",501,33,"admin.","married","4","NA","NA",1.1,93.994,-36.4,4.857,5191,"no"
"503",502,33,"admin.","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"504",503,51,"services","divorced","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"505",504,39,"services","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"yes"
"506",505,45,"entrepreneur","married","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"507",506,40,"technician","single","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"508",507,60,"NA","single","NA","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"509",508,33,"technician","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"510",509,47,"blue-collar","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"511",510,48,"blue-collar","married","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"512",511,43,"entrepreneur","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"513",512,37,"management","married","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"514",513,50,"services","married","4","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"515",514,59,"entrepreneur","married","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"516",515,32,"technician","married","NA","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"517",516,42,"housemaid","single","2","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"518",517,52,"blue-collar","married","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"519",518,42,"blue-collar","married","NA","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"520",519,42,"admin.","married","NA","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"521",520,40,"management","married","4","NA","NA",1.1,93.994,-36.4,4.857,5191,"no"
"522",521,38,"blue-collar","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"523",522,39,"blue-collar","married","3","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"524",523,39,"blue-collar","married","3","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"525",524,38,"admin.","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"526",525,47,"admin.","single","NA","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"527",526,30,"services","single","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"528",527,38,"admin.","divorced","5","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"529",528,39,"technician","divorced","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"530",529,44,"admin.","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"531",530,36,"admin.","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"532",531,41,"services","married","5","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"533",532,41,"blue-collar","married","3","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"534",533,35,"blue-collar","married","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"535",534,41,"technician","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"536",535,36,"services","married","5","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"537",536,35,"admin.","single","5","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
"538",537,33,"blue-collar","single","2","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"539",538,38,"admin.","single","3","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"540",539,33,"self-employed","married","7","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"541",540,55,"self-employed","married","NA","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"542",541,36,"blue-collar","single","4","no","no",1.1,93.994,-36.4,4.857,5191,"no"
"543",542,57,"technician","married","6","no","yes",1.1,93.994,-36.4,4.857,5191,"no"
"544",543,32,"entrepreneur","single","7","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"545",544,30,"self-employed","single","5","yes","no",1.1,93.994,-36.4,4.857,5191,"no"
"546",545,43,"admin.","married","6","yes","yes",1.1,93.994,-36.4,4.857,5191,"no"
